"Study","Year","Month","Date","Site","Treatment","Cage ID","Tag","Fullness","Digestion","Total Contents Weight","Prey Taxa","LH Stage","Prey Taxa LH Stage","Count","Taxa Weight","Comments"
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N1",5,5,0.0037,"Halicyclops sp.","adult","Halicyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N1",5,5,0.0037,"Gammaridea",NA,"Gammaridea",1,NA,"Eogammarus confervicolus"
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N1",5,5,0.0037,"Gammaridea","juvenile","Gammaridea juvenile",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N1",5,5,0.0037,"Acanthocyclops sp.","adult","Acanthocyclops adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N1",5,5,0.0037,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N1",5,5,0.0037,"Diacyclops thomasi","adult","Diacyclops thomasi adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N1",5,5,0.0037,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N1",5,5,0.0037,"Eucyclops sp.","adult","Eucyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N1",5,5,0.0037,"Bosmina sp.",NA,"Bosmina",8,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N1",5,5,0.0037,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","3",2022-03-09,"Rio Vista","Live","4","S4C4N17",3,5,0.0019,"Ceriodaphnia sp.",NA,"Ceriodaphnia",2,NA,NA
"Feeding","2022","3",2022-03-09,"Rio Vista","Live","4","S4C4N17",3,5,0.0019,"Diaptomidae","adult","Diaptomidae adult",1,NA,NA
"Feeding","2022","3",2022-03-09,"Rio Vista","Live","4","S4C4N17",3,5,0.0019,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Feeding","2022","3",2022-03-09,"Rio Vista","Live","4","S4C4N17",3,5,0.0019,"Eucyclops sp.","adult","Eucyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-09,"Rio Vista","Live","4","S4C4N17",3,5,0.0019,"Bosmina sp.",NA,"Bosmina",2,NA,NA
"Feeding","2022","3",2022-03-09,"Rio Vista","Live","4","S4C4N17",3,5,0.0019,"Daphnia sp.",NA,"Daphnia",3,NA,NA
"Feeding","2022","3",2022-03-09,"Rio Vista","Live","4","S4C4N17",3,5,0.0019,"Eurytemora affinis","adult","Eurytemora affinis adult",26,NA,"eggs"
"Feeding","2022","3",2022-03-09,"Rio Vista","Live","4","S4C4N17",3,5,0.0019,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"Chydorus sp.",NA,"Chydorus",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"Ceriodaphnia sp.",NA,"Ceriodaphnia",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"Sinocalanus doerrii","adult","Sinocalanus doerrii adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"calanoida",NA,"Calanoida",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"Cyclopoida",NA,"Cyclopoida",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"Diacyclops thomasi","adult","Diacyclops thomasi adult",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"Eucyclops sp.","adult","Eucyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"Bosmina sp.",NA,"Bosmina",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N2",3,5,0.0023,"Daphnia sp.",NA,"Daphnia",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Diaptomidae","copepodid","Diaptomidae copepodid",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Alona/Alonella",NA,"Alona/Alonella",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Ceriodaphnia sp.",NA,"Ceriodaphnia",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Gammaridea","juvenile","Gammaridea juvenile",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Cyclopoida",NA,"Cyclopoida",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",7,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",5,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Eucyclops sp.","copepodid","Eucyclops copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N4",3,5,6e-04,"Bosmina sp.",NA,"Bosmina",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N7",3,5,0,"Gammaridea","juvenile","Gammaridea juvenile",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N7",3,5,0,"Bosmina sp.",NA,"Bosmina",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N7",3,5,0,"Diacyclops thomasi","adult","Diacyclops thomasi adult",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N7",3,5,0,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N8",3,5,0,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N8",3,5,0,"Macrocyclops sp.","adult","Macrocyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N8",3,5,0,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N8",3,5,0,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N8",3,5,0,"Diacyclops thomasi","adult","Diacyclops thomasi adult",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N8",3,5,0,"Bosmina sp.",NA,"Bosmina",5,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","4","S4C4N8",3,5,0,"Daphnia sp.",NA,"Daphnia",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N1",2,5,0,"Bosmina sp.",NA,"Bosmina",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N1",2,5,0,"Chydoridae",NA,"Chydoridae",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N1",2,5,0,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N1",2,5,0,"Daphnia sp.",NA,"Daphnia",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N3",2,5,3e-04,"Chironomidae","larvae","Chironomidae larvae",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N3",2,5,3e-04,"Gammaridea","juvenile","Gammaridea juvenile",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N3",2,5,3e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N3",2,5,3e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N3",2,5,3e-04,"Bosmina sp.",NA,"Bosmina",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N3",2,5,3e-04,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N4",2,5,0,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N4",2,5,0,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Gammaridea","juvenile","Gammaridea juvenile",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Chydoridae",NA,"Chydoridae",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Eucyclops sp.","adult","Eucyclops adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Ceriodaphnia sp.",NA,"Ceriodaphnia",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Bosmina sp.",NA,"Bosmina",5,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Daphnia sp.",NA,"Daphnia",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Eurytemora affinis","adult","Eurytemora affinis adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Acanthocyclops sp.","adult","Acanthocyclops adult",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",5,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Diacyclops thomasi","adult","Diacyclops thomasi adult",5,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N7",4,5,0.0019,"Cyclopoida","adult","Cyclopoida adult",1,NA,"NO ID"
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"Gammaridea","juvenile","Gammaridea juvenile",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"Ceriodaphnia sp.",NA,"Ceriodaphnia",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"Bosmina sp.",NA,"Bosmina",7,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"Daphnia sp.",NA,"Daphnia",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"calanoida",NA,"Calanoida",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","5","S4C5N9",3,5,5e-04,"Cyclopoida",NA,"Cyclopoida",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Harpacticoida",NA,"Harpacticoida",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Eurycercus sp.",NA,"Eurycercus",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Gammaridea","juvenile","Gammaridea juvenile",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",10,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",5,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Eucyclops sp.","adult","Eucyclops adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Bosmina sp.",NA,"Bosmina",6,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Daphnia sp.",NA,"Daphnia",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N1",3,5,4e-04,"calanoida",NA,"Calanoida",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Halicyclops sp.","adult","Halicyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",5,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Diacyclops thomasi","adult","Diacyclops thomasi adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Bosmina sp.",NA,"Bosmina",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Eurytemora affinis","adult","Eurytemora affinis adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Ceriodaphnia sp.",NA,"Ceriodaphnia",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"calanoida",NA,"Calanoida",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N3",3,5,0.008,"Cyclopoida",NA,"Cyclopoida",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Gammaridea",NA,"Gammaridea",1,NA,"too digested"
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Diacyclops thomasi","adult","Diacyclops thomasi adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Bosmina sp.",NA,"Bosmina",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Daphnia sp.",NA,"Daphnia",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"calanoida",NA,"Calanoida",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Simocephalus sp.",NA,"Simocephalus",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Harpacticoida",NA,"Harpacticoida",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Gammaridea","juvenile","Gammaridea juvenile",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Ostracoda",NA,"Ostracoda",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Cyclopoida",NA,"Cyclopoida",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",5,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Bosmina sp.",NA,"Bosmina",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Daphnia sp.",NA,"Daphnia",9,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N9",3,4,0.0016,"Gammaridea",NA,"Gammaridea",1,NA,"too digested"
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","6","S4C6N9",3,4,0.0016,"Diacyclops thomasi","adult","Diacyclops thomasi adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Bosmina sp.",NA,"Bosmina",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Diacyclops thomasi","adult","Diacyclops thomasi adult",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Arthropoda parts",NA,"Arthropoda parts",NA,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Diaptomidae","adult","Diaptomidae adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Alona/Alonella",NA,"Alona/Alonella",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Gammaridea","juvenile","Gammaridea juvenile",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N5",1,1,0,"EMPTY",NA,"Empty",0,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N6",5,5,0.0012,"Chironomidae","larvae","Chironomidae larvae",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N6",5,5,0.0012,"Gammaridea","juvenile","Gammaridea juvenile",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N6",5,5,0.0012,"Cyclopoida",NA,"Cyclopoida",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Ostracoda",NA,"Ostracoda",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Acanthocyclops sp.","adult","Acanthocyclops adult",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Diacyclops thomasi","adult","Diacyclops thomasi adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Eucyclops sp.","adult","Eucyclops adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Bosmina sp.",NA,"Bosmina",10,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Daphnia sp.",NA,"Daphnia",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Eurytemora affinis","adult","Eurytemora affinis adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"calanoida",NA,"Calanoida",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Cyclopoida",NA,"Cyclopoida",3,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Gammaridea","juvenile","Gammaridea juvenile",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Acanthocyclops sp.","adult","Acanthocyclops adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Diacyclops thomasi","adult","Diacyclops thomasi adult",2,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Diacyclops thomasi","copepodid","Diacyclops thomasi copepodid",4,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Eucyclops sp.","copepodid","Eucyclops copepodid",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Daphnia sp.",NA,"Daphnia",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Eurytemora affinis","adult","Eurytemora affinis adult",1,NA,NA
"Feeding","2022","3",2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
