"Study","Site","Date","Cage","SampleType","FlowMeterStart","FlowMeterEnd","Rotations","VolumeSampled","TotalVolume","SubsampledVolume","Taxon","Count","AdjCount","CPUE"
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 6 Inside","Pump",NA,NA,NA,0.0378541,25,5,"Notholca",2,10,264.172176857989
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 6 Inside","Pump",NA,NA,NA,0.0378541,25,5,"Ostracoda",2,10,264.172176857989
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 6 Inside","Pump",NA,NA,NA,0.0378541,25,5,"Pseudodiaptomus nauplii",10,50,1320.86088428994
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 6 Inside","Pump",NA,NA,NA,0.0378541,25,5,"Rotifer",11,55,1452.94697271894
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Acartiella sinensis adult",2,10,264.172176857989
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Alona",1,5,132.086088428994
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Copepod nauplii",130,650,17171.1914957693
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Eurytemora carolleeae nauplii",23,115,3037.98003386687
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Harpacticoida",2,10,264.172176857989
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Limnoithona copepodid",37,185,4887.1852718728
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Limnoithona tetraspina adult",59,295,7793.07921731067
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Nematoda",1,5,132.086088428994
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Notholca",5,25,660.430442144972
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Ostracoda",2,10,264.172176857989
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Polychaete larvae",1,5,132.086088428994
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Pseudodiaptomus forbesi copepodid",3,15,396.258265286983
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Pseudodiaptomus nauplii",4,20,528.344353715978
"Biofouling Study","Suisun Marsh",2023-09-27,"Cage 5 Inside","Pump",NA,NA,NA,0.0378541,15,3,"Rotifer",11,55,1452.94697271894
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Alona",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Bivalvia veliger",3,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Bosmina",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Brachionus",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Chydorus",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Cladocera nauplii",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Copepod nauplii",53,53,1400.11253734734
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Cyclopoida copepodid",3,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Euchlanis",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Gastropoda",7,7,184.920523800592
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Harpacticoida",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Ilyocryptus",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Keratella",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Limnoithona sinensis adult",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Limnoithona copepodid",7,7,184.920523800592
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Ostracoda",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Plationus",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Polyarthra",2,2,52.8344353715978
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Pseudodiaptomus forbesi adult",5,5,132.086088428994
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Pseudodiaptomus forbesi copepodid",6,6,158.503306114793
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Pseudodiaptomus nauplii",138,138,3645.57604064025
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Rotifer",11,11,290.589394543788
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Testudinella",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Annelida",1,1.875,49.5322831608729
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Bivalvia veliger",4,7.5,198.129132643492
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Bosmina",2,3.75,99.0645663217459
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Brachionus",1,1.875,49.5322831608729
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Ceriodaphnia",1,1.875,49.5322831608729
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Chironomidae larvae",1,1.875,49.5322831608729
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Chydorus",1,1.875,49.5322831608729
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Copepod nauplii",26,48.75,1287.8393621827
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Cyclopoida copepodid",5,9.375,247.661415804365
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Gastropoda",6,11.25,297.193698965238
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Keratella",2,3.75,99.0645663217459
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Limnoithona sinensis adult",3,5.625,148.596849482619
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Limnoithona copepodid",4,7.5,198.129132643492
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Ostracoda",7,13.125,346.725982126111
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Polyarthra",2,3.75,99.0645663217459
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Pseudodiaptomus forbesi adult",1,1.875,49.5322831608729
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Pseudodiaptomus forbesi copepodid",11,20.625,544.855114769602
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Pseudodiaptomus nauplii",109,204.375,5399.01886453515
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Rotifer",10,18.75,495.322831608729
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Tardigrada",1,1.875,49.5322831608729
"Biofouling Study","Rio Vista",2023-09-28,"Cage 1 Outside","Pump",NA,NA,NA,0.0378541,15,8,"Trichocerca",2,3.75,99.0645663217459
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Bivalvia veliger",5,5,132.086088428994
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Bosmina",3,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Copepod nauplii",39,39,1030.27148974616
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Cyclopoida copepodid",2,2,52.8344353715978
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Euchlanis",3,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Gammarus daiberi",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Gastropoda",7,7,184.920523800592
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Harpacticoida",2,2,52.8344353715978
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Keratella",2,2,52.8344353715978
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Limnoithona copepodid",3,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Nematoda",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Ostracoda",7,7,184.920523800592
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Polyarthra",4,4,105.668870743196
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Pseudodiaptomus forbesi adult",8,8,211.337741486391
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Pseudodiaptomus forbesi copepodid",4,4,105.668870743196
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Pseudodiaptomus nauplii",55,55,1452.94697271894
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Rotifer",13,13,343.423829915386
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Simocephalus",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Testudinella",2,2,52.8344353715978
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Trichocerca",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Inside","Pump",NA,NA,NA,0.0378541,15,15,"Trichotria",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Alona",1,1.5,39.6258265286983
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Bivalvia veliger",5,7.5,198.129132643492
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Bosmina",1,1.5,39.6258265286983
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Copepod nauplii",61,91.5,2417.1754182506
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Cyclopoida copepodid",1,1.5,39.6258265286983
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Euchlanis",5,7.5,198.129132643492
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Gastropoda",10,15,396.258265286983
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Ilyocryptus",1,1.5,39.6258265286983
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Keratella",2,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Lecane",8,12,317.006612229587
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Limnoithona sinensis adult",1,1.5,39.6258265286983
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Limnoithona copepodid",3,4.5,118.877479586095
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Ostracoda",2,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Polyarthra",2,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Pseudodiaptomus forbesi copepodid",3,4.5,118.877479586095
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Pseudodiaptomus nauplii",107,160.5,4239.96343857072
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Rotifer",16,24,634.013224459173
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Tardigrada",1,1.5,39.6258265286983
"Biofouling Study","Rio Vista",2023-09-28,"Cage 3 Inside","Pump",NA,NA,NA,0.0378541,15,10,"Testudinella",1,1.5,39.6258265286983
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Bosmina",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Brachionus",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Chironomidae larvae",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Copepod nauplii",44,73.3333333333333,1937.26263029192
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Cyclopoida copepodid",3,5,132.086088428994
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Euchlanis",2,3.33333333333333,88.0573922859963
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Eurytemora carolleeae nauplii",2,3.33333333333333,88.0573922859963
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Gastropoda",5,8.33333333333333,220.143480714991
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Limnoithona sinensis adult",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Limnoithona copepodid",2,3.33333333333333,88.0573922859963
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Ostracoda",3,5,132.086088428994
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Plationus",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Polyarthra",2,3.33333333333333,88.0573922859963
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Pseudodiaptomus forbesi adult",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Pseudodiaptomus forbesi copepodid",9,15,396.258265286983
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Pseudodiaptomus nauplii",129,215,5679.70180244676
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Rotifer",5,8.33333333333333,220.143480714991
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Simocephalus",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Testudinella",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 2 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Trichocerca",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Bivalvia veliger",4,4,105.668870743196
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Bosmina",6,6,158.503306114793
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Brachionus",5,5,132.086088428994
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Chironomidae larvae",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Cladocera nauplii",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Copepod nauplii",71,71,1875.62245569172
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Cyclopoida copepodid",3,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Diaptomidae copepodid",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Euchlanis",8,8,211.337741486391
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Gastropoda",6,6,158.503306114793
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Harpacticoida",4,4,105.668870743196
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Ilyocryptus",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Keratella",3,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Lecane",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Limnoithona copepodid",3,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Ostracoda",8,8,211.337741486391
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Polyarthra",1,1,26.4172176857989
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Pseudodiaptomus forbesi adult",4,4,105.668870743196
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Pseudodiaptomus forbesi copepodid",5,5,132.086088428994
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Pseudodiaptomus nauplii",72,72,1902.03967337752
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Rotifer",12,12,317.006612229587
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Inside","Pump",NA,NA,NA,0.0378541,20,20,"Trichocerca",3,3,79.2516530573967
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Annelida",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Brachionus",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Ceriodaphnia",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Copepod nauplii",47,78.3333333333333,2069.34871872091
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Euchlanis",2,3.33333333333333,88.0573922859963
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Gastropoda",7,11.6666666666667,308.200873000987
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Keratella",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Limnoithona copepodid",2,3.33333333333333,88.0573922859963
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Ostracoda",7,11.6666666666667,308.200873000987
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Pseudodiaptomus forbesi adult",1,1.66666666666667,44.0286961429982
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Pseudodiaptomus forbesi copepodid",11,18.3333333333333,484.31565757298
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Pseudodiaptomus nauplii",120,200,5283.44353715978
"Biofouling Study","Rio Vista",2023-09-28,"Cage 4 Outside","Pump",NA,NA,NA,0.0378541,15,9,"Rotifer",4,6.66666666666667,176.114784571993
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Copepod nauplii",275,3437.5,90809.1857949337
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Cyclopoida copepodid",1,12.5,330.215221072486
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Eurytemora carolleeae nauplii",4,50,1320.86088428994
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Harpacticoida",5,62.5,1651.07610536243
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Keratella",2,25,660.430442144972
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Lecane",1,12.5,330.215221072486
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Limnoithona copepodid",19,237.5,6274.08920037724
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Limnoithona tetraspina adult",7,87.5,2311.5065475074
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Polychaete larvae",2,25,660.430442144972
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Pseudodiaptomus nauplii",14,175,4623.01309501481
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Outside","Pump",NA,NA,NA,0.0378541,25,2,"Rotifer",46,575,15189.9001693344
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Inside","Pump",NA,NA,NA,0.0378541,15,2,"Copepod nauplii",156,1170,30908.1446923847
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Inside","Pump",NA,NA,NA,0.0378541,15,2,"Harpacticoida",1,7.5,198.129132643492
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Inside","Pump",NA,NA,NA,0.0378541,15,2,"Keratella",1,7.5,198.129132643492
"Biofouling Study","Suisun Marsh",2023-10-10,"Cage 8 Inside","Pump",NA,NA,NA,0.0378541,15,2,"Lecane",2,15,396.258265286983
