"Study","Year","Date","Site","Treatment","Cage","Tag","Fullness","Digestion","Total Contents Weight","Taxon","Count","Taxa Weight","Comments"
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Bosmina",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Daphnia",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N5",3,4,0.0012,"Calanoida",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Simocephalus",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Harpacticoida",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Gammaridae juvenile",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Ostracoda",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Cyclopoida",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Acanthocyclops adult",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Acanthocyclops copepodid",4,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Diacyclops thomasi adult",5,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Bosmina",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N6",3,5,6e-04,"Daphnia",9,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N9",3,4,0.0016,"Gammaridae",1,NA,"too digested"
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","6","S4C6N9",3,4,0.0016,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Bosmina",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Diacyclops thomasi adult",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N1",2,4,0,"Arthropoda parts",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Diaptomidae adult",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Alona/Alonella",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Gammaridae juvenile",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Daphnia",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N10",3,5,4e-04,"Diacyclops thomasi adult",4,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N5",1,1,0,"Empty",0,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N6",5,5,0.0012,"Chironomidae larvae",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N6",5,5,0.0012,"Gammaridae juvenile",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N6",5,5,0.0012,"Cyclopoida",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Ostracoda",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Acanthocyclops adult",4,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Eucyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Bosmina",10,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Daphnia",4,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Eurytemora carolleeae adult",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Calanoida",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","7","S4C7N8",4,5,0.0012,"Cyclopoida",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Gammaridae juvenile",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Acanthocyclops adult",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Acanthocyclops copepodid",4,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Diacyclops thomasi copepodid",4,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Eucyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Daphnia",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Eurytemora carolleeae adult",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N10",5,5,0.0015,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Sida",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Eurytemora carolleeae adult",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Copepoda",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Cladocera",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Acanthocyclops copepodid",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Eucyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Bosmina",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N3",3,5,0,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Simocephalus",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Pseudodiaptomus forbesi adult",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Calanoida",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Osphranticum labronectum adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Diaptomidae adult",1,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Gammaridae",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Eurytemora carolleeae adult",11,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Acanthocyclops adult",3,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Diacyclops thomasi adult",4,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Eucyclops adult",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Bosmina",2,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Daphnia",7,NA,NA
"Feeding Study",2022,2022-02-22,"Rio Vista","Live","8","S3C8N4",3,4,0.0112,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N6",3,4,8e-04,"Chydorus",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N6",3,4,8e-04,"Macrocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N6",3,4,8e-04,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N6",3,4,8e-04,"Acanthocyclops copepodid",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N6",3,4,8e-04,"Bosmina",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N6",3,4,8e-04,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N6",3,4,8e-04,"Plant material",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N6",3,4,8e-04,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N6",3,4,8e-04,"Unidentified eggs",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N8",3,4,0.0014,"Eurytemora carolleeae adult",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N8",3,4,0.0014,"Diacyclops thomasi adult",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N8",3,4,0.0014,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N8",3,4,0.0014,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N8",3,4,0.0014,"Gammaridae juvenile",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Pseudodiaptomus forbesi adult",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Harpacticoida",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Cyclopoida",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Acanthocyclops copepodid",11,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Diacyclops thomasi adult",7,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Eucyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Bosmina",4,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Daphnia",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","8","S4C8N9",4,5,0.002,"Corophiidae",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","FCCL Control","S4CDN1",4,5,0.0013,"Copepod nauplii",75,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","FCCL Control","S4CDN1",4,5,0.0013,"Unidentified eggs",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","FCCL Control","S4CDN1",4,5,0.0013,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","FCCL Control","S4CDN5",4,5,0.002,"Copepod nauplii",194,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","FCCL Control","S4CDN7",2,3,0,"Copepod nauplii",2,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","FCCL Control","S4CDN7",2,3,0,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","FCCL Control","S4CDN8",5,5,0.003,"Copepod nauplii",473,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","FCCL Control","S4CDN8",5,5,0.003,"Unidentified eggs",1,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","FCCL Control","S4CDN9",3,5,9e-04,"Copepod nauplii",67,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Dry","FCCL Control","S4CDN9",3,5,9e-04,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","FCCL Control","S4CLN1",5,5,0.0027,"Copepod nauplii",218,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","FCCL Control","S4CLN1",5,5,0.0027,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","FCCL Control","S4CLN2",3,5,8e-04,"Copepod nauplii",15,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","FCCL Control","S4CLN2",3,5,8e-04,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","FCCL Control","S4CLN3",2,5,5e-04,"Copepod nauplii",20,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","FCCL Control","S4CLN3",2,5,5e-04,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","FCCL Control","S4CLN5",3,5,0.0012,"Copepod nauplii",230,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","FCCL Control","S4CLN5",3,5,0.0012,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","FCCL Control","S4CLN6",2,2,6e-04,"Copepod nauplii",9,NA,NA
"Feeding Study",2022,2022-03-01,"Rio Vista","Live","FCCL Control","S4CLN6",2,2,6e-04,"Digestive material",NA,NA,"Weight is mostly this"
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Ceriodaphnia",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Halicyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Acanthocyclops adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Acanthocyclops copepodid",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Bosmina",30,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Daphnia",5,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Eurytemora carolleeae adult",22,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Eurytemora carolleeae copepodid",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Calanoida",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N11",5,5,0.0037,"Cladocera",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N15",4,2,0.0013,"Ceriodaphnia",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N15",4,2,0.0013,"Bosmina",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N15",4,2,0.0013,"Eurytemora carolleeae",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N15",4,2,0.0013,"Digestive material",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N19",2,6,0,"Daphnia",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N19",2,6,0,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Ceriodaphnia",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Osphranticum labronectum adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Pseudodiaptomus forbesi nauplii",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Graptoleberis",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Diacyclops thomasi copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Eucyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Bosmina",28,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Daphnia",5,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Calanoida",10,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Eurytemora carolleeae adult",19,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Eurytemora carolleeae copepodid",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N21",5,5,0.0032,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Ceriodaphnia",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Unidentified eggs",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Acanthocyclops adult",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Diacyclops thomasi adult",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Bosmina",15,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Daphnia",8,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Eurytemora carolleeae adult",15,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Eurytemora carolleeae copepodid",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Calanoida",5,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Cladocera",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Animal parts",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Dry","1","S5C1N25",4,4,0.0032,"Plant material",NA,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Ceriodaphnia",6,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Macrocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Gammaridae juvenile",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Bosmina",16,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Daphnia",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Eurytemora carolleeae adult",27,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Eurytemora carolleeae copepodid",8,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Cladocera",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N16",4,5,0.0043,"Cladocera",7,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Macrocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Pseudodiaptomus forbesi adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Ceriodaphnia",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Acanthocyclops adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Diacyclops thomasi adult",5,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Diacyclops thomasi copepodid",6,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Bosmina",20,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Daphnia",5,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Cladocera",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Calanoida",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Eurytemora carolleeae adult",42,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N22",4,5,0.0038,"Eurytemora carolleeae copepodid",14,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Simocephalus",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Ostracoda",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Acanthocyclops adult",2,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Bosmina",17,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Daphnia",11,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Eurytemora carolleeae adult",34,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Eurytemora carolleeae copepodid",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N23",4,5,0.0028,"Calanoida",11,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N6",3,5,0,"Ceriodaphnia",3,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N6",3,5,0,"Eurytemora carolleeae adult",4,NA,NA
"Feeding Study",2022,2022-03-09,"Rio Vista","Live","2","S5C2N6",3,5,0,"Eurytemora carolleeae copepodid",2,NA,NA
