"Study","Site","Year","Month","Date","Enclosure","Treatment","FishID","Tag","Error","Empty","Fullness","Digestion","FullStomachWeight","EmptyStomachWeight","StomachWeightDifference","TotalContentsWeight","Taxon","Count","TaxaWeight","Comments"
"Feeding Study","Rio Vista","2022","3",2022-03-01,"FCCL Control","Live","2022_FDS_S4CLN6","S4CLN6","FALSE","N",2,2,NA,NA,NA,6e-04,"Artemia",9,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Acanthocyclops adult",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Acanthocyclops copepodid",4,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Bosmina",30,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Calanoida",4,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Ceriodaphnia",4,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Cladocera",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Daphnia",5,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Eurytemora carolleeae adult",22,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Eurytemora carolleeae copepodid",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N11","S5C1N11","FALSE","N",5,5,"1.24E-2","0.0076",0.0048,0.0037,"Halicyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N15","S5C1N15","FALSE","N",4,2,"1.21E-2","0.0098",0.0023,0.0013,"Bosmina",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N15","S5C1N15","FALSE","N",4,2,"1.21E-2","0.0098",0.0023,0.0013,"Ceriodaphnia",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N15","S5C1N15","FALSE","N",4,2,"1.21E-2","0.0098",0.0023,0.0013,"Digestive material",0,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N15","S5C1N15","FALSE","N",4,2,"1.21E-2","0.0098",0.0023,0.0013,"Eurytemora carolleeae",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N19","S5C1N19","FALSE","N",2,6,"3.44E-2","0.0148",0.0196,NA,"Daphnia",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N19","S5C1N19","FALSE","N",2,6,"3.44E-2","0.0148",0.0196,NA,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Animal parts",0,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Bosmina",28,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Calanoida",10,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Ceriodaphnia",4,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Daphnia",5,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Diacyclops thomasi copepodid",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Eucyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Eurytemora carolleeae adult",19,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Eurytemora carolleeae copepodid",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Graptoleberis",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Osphranticum labronectum adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N21","S5C1N21","FALSE","N",5,5,"1.7399999999999999E-2","0.0124",0.005,0.0032,"Pseudodiaptomus forbesi nauplii",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Acanthocyclops adult",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Acanthocyclops copepodid",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Animal parts",0,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Bosmina",15,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Calanoida",5,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Ceriodaphnia",4,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Cladocera",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Daphnia",8,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Diacyclops thomasi adult",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Eurytemora carolleeae adult",15,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Eurytemora carolleeae copepodid",4,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Plant material",0,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"1","Dry","2022_FDS_S5C1N25","S5C1N25","FALSE","N",4,4,"1.4800000000000001E-2","0.0116",0.0032,0.0032,"Unidentified eggs",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Bosmina",16,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Calanoida",7,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Ceriodaphnia",6,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Cladocera",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Daphnia",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Eurytemora carolleeae adult",27,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Eurytemora carolleeae copepodid",8,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Gammaridea juvenile",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N16","S5C2N16","FALSE","N",4,5,"2.1100000000000001E-2","0.0111",0.01,0.0043,"Macrocyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Acanthocyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Bosmina",20,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Calanoida",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Ceriodaphnia",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Cladocera",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Daphnia",5,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Diacyclops thomasi adult",5,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Diacyclops thomasi copepodid",6,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Eurytemora carolleeae adult",42,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Eurytemora carolleeae copepodid",14,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Macrocyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N22","S5C2N22","FALSE","N",4,5,"1.8700000000000001E-2","0.0106",0.0081,0.0038,"Pseudodiaptomus forbesi adult",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Acanthocyclops adult",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Acanthocyclops copepodid",6,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Bosmina",17,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Calanoida",11,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Daphnia",11,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Eurytemora carolleeae adult",34,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Eurytemora carolleeae copepodid",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Ostracoda",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N23","S5C2N23","FALSE","N",4,5,"1.21E-2","0.0062",0.0059,0.0028,"Simocephalus",4,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N6","S5C2N6","FALSE","N",3,5,"1.5599999999999999E-2","0.0121",0.0035,NA,"Acanthocyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N6","S5C2N6","FALSE","N",3,5,"1.5599999999999999E-2","0.0121",0.0035,NA,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N6","S5C2N6","FALSE","N",3,5,"1.5599999999999999E-2","0.0121",0.0035,NA,"Bosmina",5,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N6","S5C2N6","FALSE","N",3,5,"1.5599999999999999E-2","0.0121",0.0035,NA,"Calanoida",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N6","S5C2N6","FALSE","N",3,5,"1.5599999999999999E-2","0.0121",0.0035,NA,"Ceriodaphnia",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N6","S5C2N6","FALSE","N",3,5,"1.5599999999999999E-2","0.0121",0.0035,NA,"Daphnia",9,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N6","S5C2N6","FALSE","N",3,5,"1.5599999999999999E-2","0.0121",0.0035,NA,"Diacyclops thomasi adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N6","S5C2N6","FALSE","N",3,5,"1.5599999999999999E-2","0.0121",0.0035,NA,"Diacyclops thomasi copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N6","S5C2N6","FALSE","N",3,5,"1.5599999999999999E-2","0.0121",0.0035,NA,"Eurytemora carolleeae adult",4,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N6","S5C2N6","FALSE","N",3,5,"1.5599999999999999E-2","0.0121",0.0035,NA,"Eurytemora carolleeae copepodid",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Bosmina",11,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Calanoida",7,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Ceriodaphnia",6,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Chironomidae pupae",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Daphnia",17,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Diacyclops thomasi copepodid",3,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Eurytemora carolleeae adult",32,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Eurytemora carolleeae copepodid",11,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Macrocyclops adult",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Pseudodiaptomus forbesi adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"2","Live","2022_FDS_S5C2N9","S5C2N9","FALSE","N",5,5,"2.4799999999999999E-2","0.0152",0.0096,0.0051,"Unidentified eggs",1,NA,"FISH?"
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Acanthocyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Animal parts",0,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Bosmina",21,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Calanoida",12,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Ceriodaphnia",6,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Cladocera",11,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Daphnia",13,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Diacyclops thomasi adult",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Eurytemora carolleeae adult",23,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N12","S5C3N12","FALSE","N",5,5,"1.5599999999999999E-2","0.0096",0.006,0.0037,"Eurytemora carolleeae copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N13","S5C3N13","FALSE","N",3,5,"1.84E-2","0.0168",0.0016,4e-04,"Animal parts",0,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N13","S5C3N13","FALSE","N",3,5,"1.84E-2","0.0168",0.0016,4e-04,"Bosmina",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N13","S5C3N13","FALSE","N",3,5,"1.84E-2","0.0168",0.0016,4e-04,"Ceriodaphnia",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N13","S5C3N13","FALSE","N",3,5,"1.84E-2","0.0168",0.0016,4e-04,"Daphnia",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N13","S5C3N13","FALSE","N",3,5,"1.84E-2","0.0168",0.0016,4e-04,"Diacyclops thomasi copepodid",2,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N13","S5C3N13","FALSE","N",3,5,"1.84E-2","0.0168",0.0016,4e-04,"Eurytemora carolleeae adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N13","S5C3N13","FALSE","N",3,5,"1.84E-2","0.0168",0.0016,4e-04,"Macrocyclops copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N18","S5C3N18","FALSE","N",5,5,"1.8499999999999999E-2","0.0057",0.0128,0.0053,"Acanthocyclops adult",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N18","S5C3N18","FALSE","N",5,5,"1.8499999999999999E-2","0.0057",0.0128,0.0053,"Acanthocyclops copepodid",1,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N18","S5C3N18","FALSE","N",5,5,"1.8499999999999999E-2","0.0057",0.0128,0.0053,"Amphipoda parts",0,NA,NA
"Feeding Study","Rio Vista","2022","3",2022-03-09,"3","Dry","2022_FDS_S5C3N18","S5C3N18","FALSE","N",5,5,"1.8499999999999999E-2","0.0057",0.0128,0.0053,"Bosmina",20,NA,NA
